"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntkey125-1xpah5n36mfb","d3ntkey125-1xpah5n36mfb","Acqueville (Manche)","Acqueville | Alleaume","arrondissement : 502 | canton : Beaumont-Hague",,,"50001","POINT(356700 6955900)","http://id.insee.fr/geo/commune/50001 | http://data.ign.fr/id/geofla/commune/50001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50001",
"place/FRAN_RI_005-d3ntkeyc9o--1dya6i9lqx7xj","d3ntkeyc9o--1dya6i9lqx7xj","Agneaux (Manche)","Agneaux","arrondissement : 504 | canton : Saint-Lô-Ouest",,"Manche (Basse-Normandie, département) [d3ntb87hy4--yhe8o30oxp1n]","50002","POINT(400000 6898500)","http://id.insee.fr/geo/commune/50002 | http://data.ign.fr/id/geofla/commune/50002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50002","Saint-Gilles (Manche) [d3ntkl3hb9-1601fedscam3x] | Rampan (Manche) [d3ntkkf652-exae7x8p7xla] | Saint-Lô (Manche) [d3ntklaug8-1d4efdrb141ek] | Saint-Georges-Montcocq (Manche) [d3ntkkzhr0--2iq4keyj40hj] | Hébécrevon (Manche) [d3ntkhr4zx-1azb86m1syle0]"
"place/FRAN_RI_005-d3ntkeynoz--6koijzjkihae","d3ntkeynoz--6koijzjkihae","Agon-Coutainville (Manche)","Auville-sur-le-Vey | Agon-Coutainville | Agon","arrondissement : 503 | canton : Saint-Malo-de-la-Lande","12 juin 1965 : Agon devient Agon-Coutainville.","Manche (Basse-Normandie, département) [d3ntb87hy4--yhe8o30oxp1n]","50003","POINT(365500 6892100)","http://id.insee.fr/geo/commune/50003 | http://data.ign.fr/id/geofla/commune/50003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50003","Tourville-sur-Sienne (Manche) [d3ntkmeglb-1bnkqcg5sg5ei] | Saint-Malo-de-la-Lande (Manche) [d3ntkld8w1--1jhal1qt0596j] | Blainville-sur-Mer (Manche) [d3ntkfjaan--xe3jt31pc45i]"
"place/FRAN_RI_005-d3ntkeyyoq-gfls48t3juzk","d3ntkeyyoq-gfls48t3juzk","Airel (Manche)","Airel","arrondissement : 504 | canton : Saint-Clair-sur-l'Elle",,"Manche (Basse-Normandie, département) [d3ntb87hy4--yhe8o30oxp1n]","50004","POINT(402900 6909900)","http://id.insee.fr/geo/commune/50004 | http://data.ign.fr/id/geofla/commune/50004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50004","Isigny-sur-Mer (Calvados) [d3ntebesxo--zt0em7xdy05p] | Moon-sur-Elle (Manche) [d3ntkjp1vc--gnb2lrig79m3] | Lison (Calvados) [d3ntebski8-13hpp2ioazb] | Cavigny (Manche) [d3ntkg2jja--b5sjvj97899t] | Saint-Fromond (Manche) [d3ntkkwxx6-1rarmij5lfl3f] | La Meauffe (Manche) [d3ntkihgli--1riaj44a47qnt]"
"place/FRAN_RI_005-d3ntkeza41--oqevzzrczrt2","d3ntkeza41--oqevzzrczrt2","Amfreville (Manche)","Amfreville | Saint-Quentin-Delle | Cauquigny","arrondissement : 502 | canton : Sainte-Mère-Eglise",,,"50005","POINT(381200 6932200)","http://id.insee.fr/geo/commune/50005 | http://data.ign.fr/id/geofla/commune/50005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50005",
"place/FRAN_RI_005-d3ntkezlr2-hsgchzjclkk8","d3ntkezlr2-hsgchzjclkk8","Amigny (Manche)","Amigny","arrondissement : 504 | canton : Saint-Jean-de-Daye",,"Manche (Basse-Normandie, département) [d3ntb87hy4--yhe8o30oxp1n]","50006","POINT(395200 6903100)","http://id.insee.fr/geo/commune/50006 | http://data.ign.fr/id/geofla/commune/50006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50006","Pont-Hébert (Manche) [d3ntkk98b0--m8ep9rwrt12] | Hébécrevon (Manche) [d3ntkhr4zx-1azb86m1syle0]"
"place/FRAN_RI_005-d3ntkezwqu-1t0cxzqypgqdh","d3ntkezwqu-1t0cxzqypgqdh","Ancteville (Manche)","La Chapelle-Heuzebroc | Ancteville","arrondissement : 503 | canton : Saint-Malo-de-la-Lande",,,"50007","POINT(373000 6898500)","http://id.insee.fr/geo/commune/50007 | http://data.ign.fr/id/geofla/commune/50007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50007",
"place/FRAN_RI_005-d3ntkf0ul6--5xg55s4w8xzf","d3ntkf0ul6--5xg55s4w8xzf","Anctoville-sur-Boscq (Manche)","Anctoville-sur-Boscq | Ancloville","arrondissement : 503 | canton : Bréhal","1er mai 1947 : Anctoville devient Anctoville-sur-Boscq. 1er janvier 2017 : Anctoville-sur-Boscq passe de l'arrondissement de Coutances à l'arrondissement d'Avranches.","Manche (Basse-Normandie, département) [d3ntb87hy4--yhe8o30oxp1n]","50008","POINT(367500 6869900)","http://id.insee.fr/geo/commune/50008 | http://data.ign.fr/id/geofla/commune/50008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50008","Yquelon (Manche) [d3ntkmwvfr--kjk9xbor32wp] | Longueville (Manche) [d3ntki6rtn-go4vanb8uvze] | Saint-Planchers (Manche) [d3ntklqlde-1najorhkywqfi] | Coudeville-sur-Mer (Manche) [d3ntkgebjh-hpho4vaan7f0]"
"place/FRAN_RI_005-d3ntkf16nr-10n86d6dfwi1f","d3ntkf16nr-10n86d6dfwi1f","Angey (Manche)","Legrippon | Angey","arrondissement : 501 | canton : Sartilly",,,"50009","POINT(369900 6859400)","http://id.insee.fr/geo/commune/50009 | http://data.ign.fr/id/geofla/commune/50009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50009",
"place/FRAN_RI_005-d3ntkf1hva--9471d3y6l5hj","d3ntkf1hva--9471d3y6l5hj","Angoville-au-Plain (Manche)","Augeville | Angoville-au-Plain","arrondissement : 502 | canton : Sainte-Mère-Eglise",,,"50010","POINT(390900 6924800)","http://id.insee.fr/geo/commune/50010 | http://data.ign.fr/id/geofla/commune/50010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50010",
"place/FRAN_RI_005-d3ntkf1t2t-4d1jzwshqbc0","d3ntkf1t2t-4d1jzwshqbc0","Angoville-sur-Ay (Manche)","Grineville | Angoville-sur-Ay","arrondissement : 503 | canton : Lessay",,,"50012","POINT(368900 6915400)","http://id.insee.fr/geo/commune/50012 | http://data.ign.fr/id/geofla/commune/50012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/50012",
