"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntxika36--slf9udgfwnt0","d3ntxika36--slf9udgfwnt0","Apatou (Guyane)","Apatou","arrondissement : 9732 | canton : Maripasoula","12 novembre 1976 : Apatou est créée à partir des parcelles de Grand-Santi-Papaichton.","Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97360",,"http://id.insee.fr/geo/commune/97360 | http://data.ign.fr/id/geofla/commune/97360 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97360","Saint-Laurent-du-Maroni Guyane) [d5bdpkc6ta-1acvwymray64l] | Grand-Santi (Guyane) [d3ntxijm5t--m49de5orwzel]"
"place/FRAN_RI_005-d3ntxiklxz--olhdrkhwc1xv","d3ntxiklxz--olhdrkhwc1xv","Awala-Yalimapo (Guyane)","Awala-Yalimapo","arrondissement : 9732 | canton : Mana","1er janvier 1989 : Awala-Yalimapo est créée à partir des parcelles de Mana.","Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97361",,"http://id.insee.fr/geo/commune/97361 | http://data.ign.fr/id/geofla/commune/97361 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97361","Mana (Guyane) [d3ntxiezqz--1jw8bb2gyt25l]"
"place/FRAN_RI_005-d3ntxij3eo-1gckipr1g7b2x","d3ntxij3eo-1gckipr1g7b2x","Camopi (Guyane)","Camopi","arrondissement : 9731 | canton : Saint-Georges-Oyapoc","1er janvier 1953 : Oyapoc devient Oyapoc (chef-lieu Camopi). 27 mars 1969 : Oyapoc (chef-lieu Camopi) devient Camopi.","Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97356",,"http://id.insee.fr/geo/commune/97356 | http://data.ign.fr/id/geofla/commune/97356 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97356","Régina (Guyane) [d3ntxida3k--1iqaxewmffv2l] | Maripasoula (Guyane) [d3ntxiirrm-9f8m01zsd9fe] | Saint-Georges (Guyane) [d3ntxifq9h--jns7ki57fina]"
"place/FRAN_RI_005-d3ntxidlqm--19ia7kbb16j4k","d3ntxidlqm--19ia7kbb16j4k","Cayenne (Guyane)","Cayenne","arrondissement : 9731",,"Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97302",,"http://id.insee.fr/geo/commune/97302 | http://data.ign.fr/id/geofla/commune/97302 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97302","Matoury (Guyane) [d3ntxifayi--67abr0x90sgk] | Remire-Montjoly (Guyane) [d3ntxig2zb-9oigfcrmltcd]"
"place/FRAN_RI_005-d3ntxijm5t--m49de5orwzel","d3ntxijm5t--m49de5orwzel","Grand-Santi (Guyane)","Grand-Santi","arrondissement : 9732 | canton : Maripasoula","1er janvier 1953 : Grand-Santi est créée à partir des parcelles de Maripasoula. 27 mars 1969 : Grand-Santi devient Grand-Santi-Papaichton. 1er janvier 1993 : Papaichton est créée à partir des parcelles de Grand-Santi.","Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97357",,"http://id.insee.fr/geo/commune/97357 | http://data.ign.fr/id/geofla/commune/97357 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97357","Papaichton (Guyane) [d3ntxikxl1-1o9fq7zqm7vv8] | Mana (Guyane) [d3ntxiezqz--1jw8bb2gyt25l] | Apatou (Guyane) [d3ntxika36--slf9udgfwnt0] | Saint-Laurent-du-Maroni Guyane) [d5bdpkc6ta-1acvwymray64l] | Saül (Guyane) [d3ntxiifha-1ua7emk2o5ed4]"
"place/FRAN_RI_005-d3ntxidx5w--5cdxbfea12wu","d3ntxidx5w--5cdxbfea12wu","Iracoubo (Guyane)","Iracoubo","arrondissement : 9731 | canton : Iracoubo",,"Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97303",,"http://id.insee.fr/geo/commune/97303 | http://data.ign.fr/id/geofla/commune/97303 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97303","Mana (Guyane) [d3ntxiezqz--1jw8bb2gyt25l] | Sinnamary (Guyane) [d3ntxih7xr--1htow47x3w0af] | Saint-Elie (Guyane) [d3ntxijynw-1pv0rmn5z3jaf]"
"place/FRAN_RI_005-d3ntxieblu--7za6vzkdjsto","d3ntxieblu--7za6vzkdjsto","Kourou (Guyane)","Kourou","arrondissement : 9731 | canton : Kourou",,"Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97304",,"http://id.insee.fr/geo/commune/97304 | http://data.ign.fr/id/geofla/commune/97304 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97304","Montsinéry-Tonnegrande (Guyane) [d3ntxihrc5-hy2oshgmjfjb] | Macouria (Guyane) [d3ntxieobo-letk4sl1xkuf] | Sinnamary (Guyane) [d3ntxih7xr--1htow47x3w0af] | Saint-Elie (Guyane) [d3ntxijynw-1pv0rmn5z3jaf] | Roura (Guyane) [d3ntxigemd--1xrroep11vfir]"
"place/FRAN_RI_005-d3ntxieobo-letk4sl1xkuf","d3ntxieobo-letk4sl1xkuf","Macouria (Guyane)","Macouria","arrondissement : 9731 | canton : Macouria",,"Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97305",,"http://id.insee.fr/geo/commune/97305 | http://data.ign.fr/id/geofla/commune/97305 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97305","Matoury (Guyane) [d3ntxifayi--67abr0x90sgk] | Montsinéry-Tonnegrande (Guyane) [d3ntxihrc5-hy2oshgmjfjb] | Kourou (Guyane) [d3ntxieblu--7za6vzkdjsto]"
"place/FRAN_RI_005-d3ntxiezqz--1jw8bb2gyt25l","d3ntxiezqz--1jw8bb2gyt25l","Mana (Guyane)","Mana","arrondissement : 9732 | canton : Mana",,"Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97306",,"http://id.insee.fr/geo/commune/97306 | http://data.ign.fr/id/geofla/commune/97306 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97306","Papaichton (Guyane) [d3ntxikxl1-1o9fq7zqm7vv8] | Awala-Yalimapo (Guyane) [d3ntxiklxz--olhdrkhwc1xv] | Saint-Elie (Guyane) [d3ntxijynw-1pv0rmn5z3jaf] | Saint-Laurent-du-Maroni Guyane) [d5bdpkc6ta-1acvwymray64l] | Saül (Guyane) [d3ntxiifha-1ua7emk2o5ed4] | Iracoubo (Guyane) [d3ntxidx5w--5cdxbfea12wu] | Grand-Santi (Guyane) [d3ntxijm5t--m49de5orwzel]"
"place/FRAN_RI_005-d3ntxiirrm-9f8m01zsd9fe","d3ntxiirrm-9f8m01zsd9fe","Maripasoula (Guyane)","Maripasoula","arrondissement : 9732 | canton : Maripasoula","1er janvier 1953 : Grand-Santi est créée à partir des parcelles de Maripasoula.Haut-Maroni devient Maripasoula.","Guyane (département) [d3ntb7sx9x-45cb4vn0vutn]","97353",,"http://id.insee.fr/geo/commune/97353 | http://data.ign.fr/id/geofla/commune/97353 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97353","Camopi (Guyane) [d3ntxij3eo-1gckipr1g7b2x] | Régina (Guyane) [d3ntxida3k--1iqaxewmffv2l] | Papaichton (Guyane) [d3ntxikxl1-1o9fq7zqm7vv8] | Saül (Guyane) [d3ntxiifha-1ua7emk2o5ed4]"
