"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntgf9m2v--rqzkrkwuelq3","d3ntgf9m2v--rqzkrkwuelq3","Aclou (Eure)","Aclou","arrondissement : 272 | canton : Brionne",,"Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27001","POINT(532600 6899100)","http://id.insee.fr/geo/commune/27001 | http://data.ign.fr/id/geofla/commune/27001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27001","Franqueville (Eure) [d3ntghzyff-1krlvvnz33jfl] | Nassandres (Eure) [d3ntgjlqkt--39o5q5cbrxma] | Boisney (Eure) [d3ntgfzyz0-ia3gmwi8j7a6] | Brionne (Eure) [d3ntggew5a-rmm8lru1xnp]"
"place/FRAN_RI_005-d3ntgfa1du--14cr14rdbzxmy","d3ntgfa1du--14cr14rdbzxmy","Acon (Eure)","Le Petit-Andely | Acon","arrondissement : 273 | canton : Nonancourt",,"Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27002","POINT(559700 6854200)","http://id.insee.fr/geo/commune/27002 | http://data.ign.fr/id/geofla/commune/27002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27002","Dampierre-sur-Avre (Eure-et-Loir) [d5bdpobt0b--1n39bk3zlbk33] | Bérou-la-Mulotière (Eure-et-Loir) [d5bdp0pzq5--10n4nkhi2989q] | Droisy (Eure) [d3ntghch7x-18jx16fy2j8dv] | Breux-sur-Avre (Eure) [d3ntggejuy--14yrjlaa6n4if]"
"place/FRAN_RI_005-d3ntgfae3o-u2uofwa1awni","d3ntgfae3o-u2uofwa1awni","Acquigny (Eure)","Les Planches | Acquigny","arrondissement : 271 | canton : Louviers-Sud","1er janvier 2006 : Acquigny passe de l'arrondissement d'Évreux à l'arrondissement des Andelys.","Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27003","POINT(567100 6898500)","http://id.insee.fr/geo/commune/27003 | http://data.ign.fr/id/geofla/commune/27003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27003","Ailly (Eure) [d3ntgfb2gk--qqxs7nw8j4lw] | Pinterville (Eure) [d3ntgjyvik-17efitfe0jwnx] | La Vacherie (Eure) [d3ntglyste-kxsmqceb4klb] | Heudebouville (Eure) [d3ntgiogpp--1tkdzrdyzmynz] | Fontaine-Bellenger (Eure) [d3ntghu05u--13qo39r4bo6ds] | Le Mesnil-Jourdain (Eure) [d3ntgje5gp--uh6k2kcy9vwj] | Hondouville (Eure) [d3ntgiqy65--vrwu3j7qypgk] | Heudreville-sur-Eure (Eure) [d3ntgipinh--46d8yj474htb] | Amfreville-sur-Iton (Eure) [d3ntgfednx--1rvft7txgq6lh]"
"place/FRAN_RI_005-d3ntgfaqlr--qjiyt00w5sen","d3ntgfaqlr--qjiyt00w5sen","Aigleville (Eure)","Appetot | Aigleville","arrondissement : 273 | canton : Pacy-sur-Eure","1er janvier 2017 : Aigleville passe de l'arrondissement d'Évreux à l'arrondissement des Andelys.","Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27004","POINT(584400 6879700)","http://id.insee.fr/geo/commune/27004 | http://data.ign.fr/id/geofla/commune/27004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27004","Hécourt (Eure) [d3ntgil9e1-mckw2cxamdis] | Chaignes (Eure) [d3ntggm1iw--8wt376egmobe] | Pacy-sur-Eure (Eure) [d3ntgjw8vv--tndra3fkcjhz]"
"place/FRAN_RI_005-d3ntgfb2gk--qqxs7nw8j4lw","d3ntgfb2gk--qqxs7nw8j4lw","Ailly (Eure)","Ailly","arrondissement : 271 | canton : Gaillon-Campagne",,"Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27005","POINT(572100 6897000)","http://id.insee.fr/geo/commune/27005 | http://data.ign.fr/id/geofla/commune/27005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27005","Saint-Julien-de-la-Liègue (Eure) [d3ntgkwrky--wo0w2j0zh5cs] | La Croix-Saint-Leufroy (Eure) [d3ntgh6wqz-gckpjhq4684p] | Fontaine-Bellenger (Eure) [d3ntghu05u--13qo39r4bo6ds] | Acquigny (Eure) [d3ntgfae3o-u2uofwa1awni] | Aubevoye (Eure) [d3ntgfhn57-r991563nvsrh] | Heudreville-sur-Eure (Eure) [d3ntgipinh--46d8yj474htb]"
"place/FRAN_RI_005-d3ntgfbe3m-1l98wbjls3cy8","d3ntgfbe3m-1l98wbjls3cy8","Aizier (Eure)","Aizier","arrondissement : 272 | canton : Quillebeuf-sur-Seine",,"Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27006","POINT(527700 6928200)","http://id.insee.fr/geo/commune/27006 | http://data.ign.fr/id/geofla/commune/27006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27006","Trouville-la-Haule (Eure) [d3ntglygyl--1r6ghm1u3z4p1] | Saint-Maurice-d'Etelan (Seine-Maritime) [d3ntsqg494-fwwzswa5qwbs] | Petiville (Seine-Maritime) [d3ntsp94bj--1gvqg2psvelvm] | Vieux-Port (Eure) [d3ntgm7q00--1hfhc4f84nz88] | Vatteville-la-Rue (Seine-Maritime) [d3ntst5yhu-na56q1socaoj] | Bourneville (Eure) [d3ntggbm0q--dmmeot5dfqv4]"
"place/FRAN_RI_005-d3ntgfbqdy--1hi1doofw3o71","d3ntgfbqdy--1hi1doofw3o71","Ajou (Eure)","Bastigny | Ajou","arrondissement : 272 | canton : Beaumesnil",,,"27007","POINT(537700 6877700)","http://id.insee.fr/geo/commune/27007 | http://data.ign.fr/id/geofla/commune/27007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27007",
"place/FRAN_RI_005-d3ntgfc210-17df3fnt5lbch","d3ntgfc210-17df3fnt5lbch","Alizay (Eure)","Alizay","arrondissement : 271 | canton : Pont-de-l'Arche",,"Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27008","POINT(567300 6915000)","http://id.insee.fr/geo/commune/27008 | http://data.ign.fr/id/geofla/commune/27008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27008","Quévreville-la-Poterie (Seine-Maritime) [d3ntspebn3--1nvbh9noahwbd] | Les Damps (Eure) [d3ntgh8v8k--1r9a5tojbu94s] | Ymare (Seine-Maritime) [d3ntstf1pq--1i91mubl2x8c2] | Igoville (Eure) [d3ntgiubbd-bceuf6cq2k5c] | Pont-de-l'Arche (Eure) [d3ntgk3cbm--1co9ls1rctcje] | Le Manoir (Eure) [d3ntgj84m0-86fbvw5baaz8]"
"place/FRAN_RI_005-d3ntgfcdvt-56innbk87n1x","d3ntgfcdvt-56innbk87n1x","Ambenay (Eure)","Ambenay","arrondissement : 273 | canton : Rugles","1er janvier 2017 : Ambenay passe de l'arrondissement d'Évreux à l'arrondissement de Bernay.","Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27009","POINT(533300 6861900)","http://id.insee.fr/geo/commune/27009 | http://data.ign.fr/id/geofla/commune/27009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27009","Rugles (Eure) [d3ntgkdyid--1ezr6nkrxspmy] | Les Baux-de-Breteuil (Eure) [d3ntgfohj2-1bprgde0yltmr] | Saint-Antonin-de-Sommaire (Eure) [d3ntgkg317-1th5rb07l3597] | Les Bottereaux (Eure) [d3ntgg74s5--frbviavmixh8] | Bois-Arnault (Eure) [d3ntgfy760--i98uy03e909i] | Neaufles-Auvergny (Eure) [d3ntgjmfsq-3z65v2ei4a8k]"
"place/FRAN_RI_005-d3ntgfcq65-1qx4g1b5syteg","d3ntgfcq65-1qx4g1b5syteg","Amécourt (Eure)","Berniencourt | Amécourt","arrondissement : 271 | canton : Gisors",,"Eure (Haute-Normandie, département) [d3ntb7o8hq-1b5fuvt2evll9]","27010","POINT(608000 6920700)","http://id.insee.fr/geo/commune/27010 | http://data.ign.fr/id/geofla/commune/27010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/27010","Sérifontaine (Oise) [d3ntoz1trj--1407tbl9cssjw] | Talmontiers (Oise) [d3ntoz5k9v--1s5jp09qey3a6] | Mainneville (Eure) [d3ntgj5eyn-ltycoehnk8c3] | Bazincourt-sur-Epte (Eure) [d3ntgfpbph-10ee2yzwrccby] | Hébécourt (Eure) [d3ntgikbrg--68f188pe8nzs] | Bouchevilliers (Eure) [d3ntgg7tsb--eib955c3tvgc]"
